Area,Items,Time,Change(%)
All Japan,Bonito,1974,17.3
All Japan,Salmon,1974,21.0
All Japan,Mackerel,1974,26.1
All Japan,Saury,1974,5.8
All Japan,Sea bream,1974,26.5
All Japan,Yellowtail,1974,22.1
All Japan,Cuttlefish,1974,62.5
All Japan,Octopus,1974,21.5
All Japan,Short-necked clams,1974,39.2
All Japan,Oysters,1974,22.5
All Japan,Salted & dried fish,1974,26.4
All Japan,Salted salmon,1974,22.5
All Japan,Salted cod roe,1974,10.3
All Japan,"""Shirasu-boshi"", dried young sardines",1974,26.5
All Japan,"""Niboshi"", dried small sardines",1974,32.3
All Japan,Fish-paste products,1974,37.2
All Japan,"""Agekamaboko"", fried fish-paste patties",1974,45.4
All Japan,"""Chikuwa"", baked fish-paste bars",1974,38.8
All Japan,"""Kamaboko"", steamed fish-paste cakes",1974,28.0
All Japan,Other processed fish & seafood,1974,42.7
All Japan,Dried bonito fillets,1974,18.0
All Japan,Fish & seafood,1973,13.8
All Japan,Fresh fish & seafood,1973,12.4
All Japan,Tuna fish,1973,11.5
All Japan,Horse mackerel,1973,26.9
All Japan,Sardines,1973,-6.0
All Japan,Bonito,1973,10.4
All Japan,Salmon,1973,34.7
All Japan,Mackerel,1973,19.8
All Japan,Saury,1973,-27.0
All Japan,Sea bream,1973,14.7
All Japan,Yellowtail,1973,3.9
All Japan,Cuttlefish,1973,4.6
All Japan,Octopus,1973,6.7
All Japan,Short-necked clams,1973,21.9
All Japan,Oysters,1973,13.3
All Japan,Salted & dried fish,1973,16.4
All Japan,Salted salmon,1973,33.8
All Japan,Salted cod roe,1973,20.5
All Japan,"""Shirasu-boshi"", dried young sardines",1973,3.0
All Japan,"""Niboshi"", dried small sardines",1973,8.3
All Japan,Fish-paste products,1973,19.0
All Japan,"""Agekamaboko"", fried fish-paste patties",1973,22.5
All Japan,"""Chikuwa"", baked fish-paste bars",1973,32.7
All Japan,"""Kamaboko"", steamed fish-paste cakes",1973,12.1
All Japan,Other processed fish & seafood,1973,9.4
All Japan,Dried bonito fillets,1973,5.9
All Japan,Fish & seafood,1972,4.8
All Japan,Fresh fish & seafood,1972,3.9
All Japan,Tuna fish,1972,5.4
All Japan,Horse mackerel,1972,14.0
All Japan,Sardines,1972,-6.9
All Japan,Bonito,1972,-6.3
All Japan,Salmon,1972,1.3
All Japan,Mackerel,1972,2.5
All Japan,Saury,1972,-16.0
All Japan,Sea bream,1972,14.6
All Japan,Yellowtail,1972,7.3
All Japan,Cuttlefish,1972,-2.7
All Japan,Octopus,1972,1.4
All Japan,Short-necked clams,1972,17.5
All Japan,Oysters,1972,4.9
All Japan,Salted & dried fish,1972,4.5
All Japan,Salted salmon,1972,3.8
All Japan,Salted cod roe,1972,5.4
All Japan,"""Shirasu-boshi"", dried young sardines",1972,5.2
All Japan,"""Niboshi"", dried small sardines",1972,4.1
All Japan,Fish-paste products,1972,4.5
All Japan,"""Agekamaboko"", fried fish-paste patties",1972,7.7
All Japan,"""Chikuwa"", baked fish-paste bars",1972,5.5
All Japan,"""Kamaboko"", steamed fish-paste cakes",1972,3.8
All Japan,Other processed fish & seafood,1972,12.7
All Japan,Dried bonito fillets,1972,14.7
All Japan,Fish & seafood,1971,15.0
All Japan,Fresh fish & seafood,1971,18.8
All Japan,Tuna fish,1971,18.7
All Japan,Horse mackerel,1971,13.4
All Japan,Sardines,1971,4.3
All Japan,Bonito,1971,33.9
All Japan,Salmon,1971,-1.4
All Japan,Mackerel,1971,9.4
All Japan,Saury,1971,15.3
All Japan,Sea bream,1971,16.0
All Japan,Yellowtail,1971,8.9
All Japan,Cuttlefish,1971,46.7
All Japan,Octopus,1971,27.5
All Japan,Short-necked clams,1971,8.7
All Japan,Oysters,1971,15.5
All Japan,Salted & dried fish,1971,10.0
All Japan,Salted salmon,1971,-0.4
All Japan,Salted cod roe,1971,10.4
All Japan,"""Shirasu-boshi"", dried young sardines",1971,1.4
All Japan,"""Niboshi"", dried small sardines",1971,21.9
All Japan,Fish-paste products,1971,6.4
All Japan,"""Agekamaboko"", fried fish-paste patties",1971,8.9
All Japan,"""Chikuwa"", baked fish-paste bars",1971,5.6
All Japan,"""Kamaboko"", steamed fish-paste cakes",1971,7.5
All Japan,Other processed fish & seafood,1971,15.0
All Japan,Dried bonito fillets,1971,11.1
All Japan,Fish & seafood,1970,
All Japan,Fresh fish & seafood,1970,
All Japan,Tuna fish,1970,
All Japan,Horse mackerel,1970,
All Japan,Sardines,1970,
All Japan,Bonito,1970,
All Japan,Salmon,1970,
All Japan,Mackerel,1970,
All Japan,Saury,1970,
All Japan,Sea bream,1970,
All Japan,Yellowtail,1970,
All Japan,Cuttlefish,1970,
All Japan,Octopus,1970,
All Japan,Short-necked clams,1970,
All Japan,Oysters,1970,
All Japan,Salted & dried fish,1970,
All Japan,Salted salmon,1970,
All Japan,Salted cod roe,1970,
All Japan,"""Shirasu-boshi"", dried young sardines",1970,
All Japan,"""Niboshi"", dried small sardines",1970,
All Japan,Fish-paste products,1970,
All Japan,"""Agekamaboko"", fried fish-paste patties",1970,
All Japan,"""Chikuwa"", baked fish-paste bars",1970,
All Japan,"""Kamaboko"", steamed fish-paste cakes",1970,
All Japan,Other processed fish & seafood,1970,
All Japan,Dried bonito fillets,1970,
